  ID     X   Y  Z   velocity(0) velocity(1) velocity(2)  pressure

1008864	311	342	245	-0.01008314	0.005593331	0.04255019	0.03856054
1008864	311	343	245	-0.01325839	0.005872243	0.05406157	0.04201515
1008864	310	344	244	-0.009933348	0.004499224	0.03927654	0.03706699
1008864	310	345	244	-0.01086312	0.003787973	0.04226884	0.03838478
1008864	310	346	244	-0.0119176	0.002548706	0.0419178	0.03578902
1008864	310	347	244	-0.01115031	0.000913225	0.03673989	0.03332572
1008864	311	344	245	-0.01543741	0.005284214	0.06106604	0.03528664
1008864	311	345	245	-0.01713757	0.004527068	0.06391222	0.03645802
1008864	311	346	245	-0.01787483	0.003246525	0.06342898	0.03759991
1008864	311	347	245	-0.0174686	0.001397396	0.05899165	0.03566274
1008864	311	348	245	-0.01492524	-0.000253926	0.05116082	0.039457
1008864	311	349	245	-0.01154186	-0.00085065	0.03888414	0.03725831
1008864	312	341	245	-0.009297307	0.005733194	0.03978965	0.03002021
1008864	312	342	245	-0.01284483	0.007041377	0.05563306	0.03740188
1008864	312	343	245	-0.01595537	0.007462672	0.06659694	0.04038338
1008864	313	341	245	-0.01086334	0.007250674	0.04901946	0.03656099
1008864	313	342	245	-0.0148789	0.008683767	0.06464866	0.03665268
1008864	313	343	245	-0.01732996	0.008940441	0.07536218	0.03623945
1008864	314	340	245	-0.007513844	0.005498624	0.03541053	0.03564805
1008864	314	341	245	-0.01205042	0.008391185	0.05482937	0.04448878
1008864	314	342	245	-0.01586376	0.009503263	0.06949733	0.04416361
1008864	314	343	245	-0.018003	0.009341077	0.0796594	0.03827599
1008864	315	340	246	-0.008686708	0.003998509	0.03550224	0.03296469
1008864	315	341	246	-0.01396694	0.006347509	0.05559636	0.03538262
1008864	315	342	246	-0.01735729	0.007797125	0.07042951	0.03465744
1008864	315	343	246	-0.01979431	0.008220929	0.08091737	0.03783608
1008864	316	340	246	-0.008631131	0.004466686	0.03334783	0.04360427
1008864	316	341	246	-0.0137484	0.006287786	0.05284311	0.04246153
1008864	316	342	246	-0.01700279	0.007428127	0.06726119	0.03713235
1008864	316	343	246	-0.01904808	0.008042078	0.07742098	0.03892968
1008864	317	341	246	-0.01228112	0.005256684	0.04709373	0.04192897
1008864	317	342	246	-0.01590875	0.006788709	0.06124694	0.04231738
1008864	317	343	246	-0.01774297	0.007352999	0.07076906	0.04209787
1008864	318	341	246	-0.01008706	0.004406656	0.03801196	0.03981536
1008864	318	342	246	-0.01378726	0.005675157	0.05164456	0.04040294
1008864	318	343	246	-0.01577913	0.006220454	0.06052331	0.04339734
1008864	319	342	247	-0.008682304	0.002779637	0.03328278	0.03168394
1008864	319	343	247	-0.01118022	0.003564199	0.0426155	0.03620534
1008864	312	344	245	-0.01792813	0.006759667	0.07345331	0.0300339
1008864	312	345	245	-0.01911198	0.005911079	0.07640716	0.03636329
1008864	312	346	245	-0.01919053	0.003881603	0.07581829	0.04284604
1008864	312	347	245	-0.01888692	0.001815332	0.07151983	0.03443654
1008864	312	348	245	-0.017512	-6.85E-05	0.06400977	0.03171396
1008864	312	349	245	-0.0151025	-0.001724303	0.05242591	0.03706065
1008864	312	350	245	-0.01091613	-0.00240594	0.03732095	0.03741786
1008864	313	344	245	-0.01890852	0.008024187	0.08169393	0.03898706
1008864	313	345	245	-0.01998858	0.006643709	0.08436906	0.03617293
1008864	313	346	245	-0.02001867	0.004717621	0.0837635	0.03707366
1008864	313	347	245	-0.01955527	0.002270533	0.079617	0.04007219
1008864	313	348	245	-0.01820251	8.27E-05	0.07226773	0.03567204
1008864	313	349	245	-0.01627736	-0.00230265	0.06164027	0.04320097
1008864	313	350	245	-0.01272586	-0.004756187	0.04683957	0.04665653
1008864	313	351	245	-0.007420321	-0.005312769	0.02951097	0.04271268
1008864	314	344	245	-0.01945107	0.009022003	0.08580978	0.04346754
1008864	314	345	245	-0.02022415	0.007437489	0.08820718	0.04096124
1008864	314	346	245	-0.02023076	0.005372143	0.08732057	0.04227915
1008864	314	347	245	-0.0194299	0.003065435	0.08344897	0.04534307
1008864	314	348	245	-0.01796124	0.000358024	0.07602199	0.04465177
1008864	314	348	246	-0.02009984	-0.000623567	0.07807387	0.03620646
1008864	314	349	245	-0.0158053	-0.002441871	0.06582716	0.04959012
1008864	314	349	246	-0.01769454	-0.003165372	0.06785149	0.03994747
1008864	314	350	246	-0.01458066	-0.005269523	0.05359085	0.04043976
1008864	314	351	246	-0.009153559	-0.006250759	0.036188	0.04630442
1008864	315	344	246	-0.02111723	0.007753111	0.08695395	0.03691218
1008864	315	345	246	-0.0216152	0.006378083	0.08983324	0.03323349
1008864	315	346	246	-0.02155592	0.004484015	0.08893033	0.03609784
1008864	315	347	246	-0.02054082	0.002257899	0.08491018	0.03824654
1008864	315	348	246	-0.01885904	-0.000505388	0.07777017	0.03872086
1008864	315	349	246	-0.0166905	-0.002599393	0.06739282	0.03455597
1008864	315	350	246	-0.01375449	-0.005249389	0.05388283	0.04354642
1008864	315	351	246	-0.008717176	-0.006666653	0.03688289	0.04958091
1008864	316	344	246	-0.02050162	0.007630509	0.08343489	0.0376058
1008864	316	345	246	-0.02059303	0.006346316	0.08582371	0.03980543
1008864	316	346	246	-0.02017554	0.004495779	0.08482976	0.04097469
1008864	316	347	246	-0.01909599	0.002416312	0.08064813	0.03806419
1008864	316	348	246	-0.0170864	-4.31E-05	0.07328254	0.04596053
1008864	316	349	246	-0.01454485	-0.002370036	0.06258965	0.04568966
1008864	316	350	246	-0.0114851	-0.004146792	0.04909905	0.04022212
1008864	316	351	246	-0.007249856	-0.00493037	0.03294187	0.0465047
1008864	317	344	246	-0.01881415	0.006789364	0.07651494	0.04075023
1008864	317	345	246	-0.01885466	0.006025197	0.07865788	0.04469313
1008864	317	346	246	-0.0181081	0.004442798	0.07737258	0.04357067
1008864	317	347	246	-0.01672429	0.002289882	0.07268997	0.04348063
1008864	317	348	246	-0.01491556	0.000361438	0.06498177	0.04664128
1008864	317	349	246	-0.01186617	-0.001580975	0.05440133	0.0473248
1008864	317	350	246	-0.008604748	-0.002794452	0.04022507	0.0442841
1008864	318	344	246	-0.01631219	0.006187093	0.0661364	0.04306439
1008864	318	345	246	-0.01634073	0.005377773	0.06795128	0.0422999
1008864	318	346	246	-0.01541452	0.00396563	0.06651931	0.04167514
1008864	318	346	247	-0.01578594	0.002571804	0.0646526	0.03424061
1008864	318	347	247	-0.01411487	0.001143734	0.05938809	0.04175507
1008864	318	348	247	-0.01178584	-0.000276976	0.05100487	0.03910928
