311,0.03543486
311,0.043548239
310,0.03265243
310,0.034730345
310,0.034595986
310,0.030573651
311,0.048091702
311,0.049810225
311,0.049387855
311,0.046368514
311,0.040830767
311,0.031761401
312,0.033142655
312,0.04438427
312,0.051564025
313,0.039568712
313,0.050254538
313,0.056716634
314,0.029485529
314,0.043542728
314,0.053063528
314,0.058920935
315,0.029595471
315,0.044125035
315,0.0535419
315,0.05967026
316,0.027929242
316,0.042152497
316,0.051356511
316,0.057291877
317,0.037984611
317,0.047433415
317,0.05310258
318,0.031256123
318,0.04095024
318,0.046513502
319,0.027386228
319,0.034144922
312,0.055576837
312,0.057167483
312,0.056511469
312,0.053682769
312,0.048907228
312,0.041226403
312,0.030336881
313,0.060145128
313,0.061363222
313,0.060713197
313,0.058061575
313,0.05352278
313,0.046950798
313,0.036982913
313,0.024405038
314,0.062163623
314,0.063132249
314,0.062244809
314,0.059805042
314,0.055268455
314,0.056848497
314,0.049055276
314,0.050688865
314,0.041736785
314,0.029615102
315,0.062687764
315,0.016445009
315,0.063072445
315,0.060514181
315,0.056240621
315,0.050020289
315,0.041660575
315,0.029968608
316,0.060436914
316,0.061320319
316,0.060374822
316,0.05768103
316,0.053118843
316,0.046524091
316,0.037892364
316,0.026585416
317,0.056152602
317,0.057024186
317,0.055782651
317,0.052648603
317,0.047763363
317,0.040904267
317,0.031325697
318,0.049645751
318,0.050367316
318,0.049061414
318,0.048033091
318,0.044325078
318,0.038642663
318,0.030561562
319,0.037951206
319,0.038747807
319,0.03734619
319,0.033572038
319,0.02709473
320,0.023252921
320,0.025157992
320,0.022805684
309,0.008491706
310,0.006136463
310,0.018651058
310,0.027254554
311,0.005237657
311,0.021953028
311,0.022620934
309,0.012512482
309,0.015094605
309,0.016305322
309,0.011895007
309,0.002988497
310,0.022603672
310,0.012467258
311,0.018387836
311,0.001685698
312,0.015808203
313,0.004275044
313,0.024322569
314,0.010005042
315,0.01082582
315,0.007870554
316,0.007762731
317,0.005645503
317,0.023663198
318,0.016631327
319,0.003121847
319,0.016720259
312,0.015222105
317,0.019299018
318,0.01929667
318,0.005456422
319,0.017600942
319,0.006299584
312,0.000149252
313,0.008756349
314,0.012804603
315,0.015823464
315,0.000582
316,0.012698684
317,0.005875128
320,0.003115356
320,0.01181897
320,0.018721898
321,0.000447139
320,0.01887128
320,0.012099594
320,0.00260879
321,0.005457727
321,0.006306422
321,0.005192838
321,0.001048793
