4464,2.25E-03
8928,3.63E-03
13392,4.54E-03
17856,5.34E-03
22320,6.11E-03
26784,6.85E-03
31248,7.58E-03
35712,8.30E-03
40176,9.04E-03
44640,9.78E-03
49104,1.05E-02
53568,1.13E-02
58032,1.21E-02
62496,1.28E-02
66960,1.36E-02
71424,1.43E-02
75888,1.51E-02
80352,1.59E-02
84816,1.67E-02
89280,1.75E-02
93744,1.83E-02
98208,1.91E-02
102672,1.99E-02
107136,2.07E-02
111600,2.16E-02
116064,2.24E-02
120528,2.18E-02
124992,2.52E-02
129456,1.07E-01
133920,1.21E-01
138384,7.92E-02
142848,7.52E-02
147312,4.99E-02
151776,6.02E-02
156240,7.93E-02
160704,3.70E-02
165168,5.40E-02
169632,8.12E-02
174096,3.93E-02
178560,-1.89E-02
183024,3.11E-02
187488,2.78E-03
191952,2.13E-02
196416,4.45E-02
200880,4.58E-02
205344,2.49E-02
209808,7.31E-02
214272,3.34E-02
218736,-7.87E-02
223200,-5.72E-02
227664,2.76E-02
232128,2.72E-02
236592,6.66E-02
241056,3.58E-02
245520,3.46E-02
249984,4.88E-02
254448,3.82E-02
258912,3.08E-02
263376,2.07E-02
267840,1.88E-02
272304,1.71E-02
276768,1.81E-02
281232,2.41E-02
285696,2.68E-02
290160,2.84E-02
294624,3.02E-02
299088,1.70E-02
303552,1.38E-02
308016,3.73E-02
312480,1.37E-01
316944,1.44E-01
321408,8.33E-02
325872,2.05E-02
330336,5.72E-02
334800,6.21E-02
339264,5.41E-02
343728,8.21E-02
348192,7.00E-02
352656,6.26E-02
357120,4.13E-02
361584,4.17E-02
366048,3.45E-04
370512,1.34E-02
374976,1.85E-02
379440,6.25E-02
383904,2.32E-02
388368,6.00E-02
392832,4.24E-02
397296,2.76E-02
401760,3.35E-02
406224,3.84E-02
410688,1.61E-02
415152,1.68E-02
419616,1.91E-02
424080,1.45E-02
428544,2.56E-02
433008,-1.32E-02
437472,2.77E-02
441936,9.55E-03
446400,3.03E-02
450864,2.81E-02
455328,2.40E-02
459792,5.42E-02
464256,3.61E-02
468720,3.74E-02
473184,2.66E-02
477648,2.03E-02
482112,2.67E-02
486576,1.50E-02
491040,2.22E-02
495504,1.02E-01
499968,1.21E-01
504432,1.33E-01
508896,8.46E-02
513360,3.03E-02
517824,8.78E-02
522288,8.34E-02
526752,7.79E-02
531216,6.54E-02
535680,7.75E-02
540144,5.06E-02
544608,6.64E-02
549072,4.56E-02
553536,-4.56E-03
558000,1.77E-02
562464,5.08E-02
566928,5.31E-02
571392,3.70E-02
575856,4.34E-02
580320,2.81E-02
584784,3.17E-02
589248,7.51E-03
593712,2.94E-02
598176,2.15E-02
602640,4.88E-02
607104,2.28E-02
611568,5.87E-02
616032,3.63E-02
620496,2.74E-02
624960,2.11E-02
629424,2.79E-02
633888,3.76E-02
638352,2.54E-02
642816,5.27E-02
647280,1.70E-02
651744,4.66E-02
656208,2.10E-02
660672,2.62E-02
665136,2.47E-02
669600,1.78E-02
674064,3.73E-03
678528,5.49E-02
682992,2.08E-02
687456,1.00E-02
691920,4.90E-02
696384,7.14E-02
700848,9.47E-02
705312,6.14E-02
709776,1.25E-01
714240,7.33E-02
718704,8.32E-02
723168,7.65E-02
727632,6.90E-02
732096,4.85E-02
736560,1.38E-02
741024,5.30E-02
745488,7.00E-02
